#separator:tab
#html:true
#columns:Front	Back	Tags
#tags column:3
<b>Mmm9 wrong crown from lab</b> — explain: <i>Key concept</i>	<b>Critical Error to Avoid:</b> Do NOT attempt to check the fit of the ACC and cement it, nor suggest to the patient "this is even better — it's tooth-coloured!" The patient has already consented to and paid for a gold crown. Revisiting consent at this stage to justify a lab error is unethical, unprofessional, and clinically unsafe.	NDECC_SJ::Mmm9_wrong_crown_from_lab NDECC_SJ
NDECC SJ — describe the clinical scenario / patient profile for: <b>Mmm9 transfer of care</b>	A regular patient of the practice left a <b>voicemail</b> requesting their records be transferred to another dentist. Background facts revealed by the simulator:  - Patient has not attended for a long time (missed regular checkups) - Patient has an <b>outstanding balance (~$500–$1,000)</b> - Clinic has tried calling the patient multiple times for payment — <b>no response</b> - No written/formal transfer request; only a voicemail	NDECC_SJ::Mmm9_transfer_of_care NDECC_SJ
<b>Mmm9 transfer of care</b> — would the following be appropriate, or a critical error?<br><br><i>“This is explicitly stated in RCDSO guidelines: <i>"It is unacceptable to withhold the transfer of records because of an outstanding account balance."</i>”</i>	<b>Critical error / Avoid this.</b><br><br>This is explicitly stated in RCDSO guidelines: <i>"It is unacceptable to withhold the transfer of records because of an outstanding account balance."</i>	NDECC_SJ::Mmm9_transfer_of_care NDECC_SJ
<b>Mmm9 transfer of care</b> — would the following be appropriate, or a critical error?<br><br><i>“The balance is a <b>separate business issue</b> — pursue it through collections if necessary”</i>	<b>Critical error / Avoid this.</b><br><br>The balance is a <b>separate business issue</b> — pursue it through collections if necessary	NDECC_SJ::Mmm9_transfer_of_care NDECC_SJ
<b>Mmm9 transfer of care</b> — would the following be appropriate, or a critical error?<br><br><i>“Holding records for payment = <b>professional misconduct</b>”</i>	<b>Critical error / Avoid this.</b><br><br>Holding records for payment = <b>professional misconduct</b>	NDECC_SJ::Mmm9_transfer_of_care NDECC_SJ
<b>Mmm9 transfer of care</b> — list the key points for: <i>Step 1 — Immediate Acknowledgment</i>	<ul><li>Do <b>not</b> beat around the bush</li><li>Do <b>not</b> let the outstanding balance change your position</li><li>Records technically belong to the <b>patient</b>; the dentist is only the <b>custodian</b></li><li>Withholding records due to an unpaid balance is <b>unacceptable</b> — it is a separate business matter</li></ul>	NDECC_SJ::Mmm9_transfer_of_care NDECC_SJ
<b>Mmm9 transfer of care</b> — list the key points for: <i>Step 2 — The Voicemail Problem (Consent Validation)</i>	<ul><li><b>Consent is unvalidated</b> — you cannot confirm who left the voicemail</li><li><b>Scope is unknown</b> — you do not know what records need to be transferred (last 6 months? 5 years? everything?)</li></ul>	NDECC_SJ::Mmm9_transfer_of_care NDECC_SJ
<b>Mmm9 transfer of care</b> — list the key points for: <i>Step 3 — If Patient Does Not Respond</i>	<ul><li>Reach out to the new dentist's office</li><li>Confirm the patient is registered there</li><li>Ask them to verify they have the patient's consent for the transfer</li><li>Ask what specific records they require</li></ul>	NDECC_SJ::Mmm9_transfer_of_care NDECC_SJ
<b>Mmm9 transfer of care</b> — list the key points for: <i>Step 4 — Documentation Is Critical</i>	<ul><li>Date and time the voicemail was received</li><li>All attempts made to contact the patient (dates, times, method)</li><li>Any voicemails left for the patient</li><li>Contact made with the receiving dental clinic</li><li>What records were ultimately sent and when</li></ul>	NDECC_SJ::Mmm9_transfer_of_care NDECC_SJ
<b>Mmm9 transfer of care</b> — list the key points for: <i>Can Records Be Mailed to the Patient?</i>	<ul><li>Use <b>registered mail or courier with tracking</b> only</li><li>This ensures sensitive health information can be tracked and confirmed delivered</li><li>Regular mail is not appropriate for health records due to privacy risk</li></ul>	NDECC_SJ::Mmm9_transfer_of_care NDECC_SJ
<b>Mmm9 transfer of care</b> — for each <i>Aspect</i>, give the corresponding <i>Rule</i>.	<ul><li><b>Fee allowed?</b> → Yes — "reasonable cost recovery" only</li><li><b>What's included?</b> → Time, admin effort, duplication costs, transfer costs</li><li><b>What's excluded?</b> → Excessive fees, fees that create financial barriers</li><li><b>Must you disclose the fee?</b> → Yes — provide an <b>estimate before charging</b></li><li><b>Can fees be waived?</b> → Yes — dentist has full discretion to waive</li><li><b>Risk if fee is excessive?</b> → Patient can file an <b>IPC or RCDSO complaint</b></li></ul>	NDECC_SJ::Mmm9_transfer_of_care NDECC_SJ
<b>Mmm9 transfer of care</b> — for each <i>Ownership Aspect</i>, give the corresponding <i>Details</i>.	<ul><li><b>Legal custodian</b> → The <b>dentist</b> (or principal/owner in an associate arrangement)</li><li><b>Rights over records</b> → The <b>patient</b> — they control who accesses them and can request transfer at any time</li><li><b>Originals stay with</b> → The <b>clinic</b> always — copies go to the patient/new dentist</li></ul>	NDECC_SJ::Mmm9_transfer_of_care NDECC_SJ
NDECC SJ — describe the clinical scenario / patient profile for: <b>Mmm9 root fracture </b>	The presented case involves <b>trauma to the front of the face</b> (tooth 1.1), with the following clinical findings:  - Tender to percussion - Grade 2 mobility - Vitality testing: <b>Negative</b> - Clinical image: Coronal segment appears extruded <i>(note: it is NOT true extrusion — the whole tooth has not extruded; the appearance is due to the fracture line displacing the coronal segment)</i> - Radiographic image provided - <b>Apex status: Closed (mature tooth)</b> — determinable from the image even without patient age	NDECC_SJ::Mmm9_root_fracture NDECC_SJ
<b>Mmm9 root fracture </b> — would the following be appropriate, or a critical error?<br><br><i>“Misdiagnosing the fracture location or type”</i>	<b>Critical error / Avoid this.</b><br><br>Misdiagnosing the fracture location or type	NDECC_SJ::Mmm9_root_fracture NDECC_SJ
<b>Mmm9 root fracture </b> — would the following be appropriate, or a critical error?<br><br><i>“Recommending <b>immediate root canal treatment</b> based on negative vitality”</i>	<b>Critical error / Avoid this.</b><br><br>Recommending <b>immediate root canal treatment</b> based on negative vitality	NDECC_SJ::Mmm9_root_fracture NDECC_SJ
<b>Mmm9 root fracture </b> — would the following be appropriate, or a critical error?<br><br><i>“Extracting or removing the mobile coronal segment”</i>	<b>Critical error / Avoid this.</b><br><br>Extracting or removing the mobile coronal segment	NDECC_SJ::Mmm9_root_fracture NDECC_SJ
<b>Mmm9 root fracture </b> — list the step-by-step approach / framework (in order).	<ol><li><b>Administer local anaesthesia</b></li><li><b>Digitally reposition</b> the displaced coronal segment (gentle digital pressure)</li><li><b>Radiographic confirmation</b> of repositioning — confirm fracture line is closed on the image <i>(do not skip this step — it is part of management)</i></li><li><b>Splinting:</b></li><li><b>Clearly state: No endodontic treatment to be initiated at the emergency appointment</b></li><li><b>OTC pain management</b> advised for post-operative pain</li></ol>	NDECC_SJ::Mmm9_root_fracture NDECC_SJ
<b>Mmm9 root fracture </b> — list the key points for: <i>Step 3 — Interpreting Vitality Testing</i>	<ul><li>In trauma cases, vitality testing is done as a <b>baseline only</b></li><li>A negative result in a fresh trauma case is almost always a <b>false negative</b> or a <b>transient response</b></li><li>Vitality can be <b>restored</b> following proper management</li><li>Never recommend root canal treatment at the emergency appointment based on a negative vitality result alone — this is a <b>critical error</b> in the exam</li></ul>	NDECC_SJ::Mmm9_root_fracture NDECC_SJ
<b>Mmm9 root fracture </b> — list the key points for: <i>Step 5 — Rationale for No Immediate Endodontics</i>	<ul><li>In the <b>majority of root fracture cases, pulpal vitality is restored</b> following repositioning and splinting</li><li>Performing root canal treatment robs the tooth of its chance to remain vital</li><li><b>No endodontic treatment should be started at the emergency visit</b> — this is an IADT-based guideline</li></ul>	NDECC_SJ::Mmm9_root_fracture NDECC_SJ
<b>Mmm9 root fracture </b> — list the key points for: <i>Step 6 — If Endodontic Treatment Becomes Necessary Later</i>	<ul><li>Root canal treatment is <b>only performed on the coronal segment</b> (up to the fracture line)</li><li>The <b>apical segment is left untouched and vital</b> — do not instrument or treat it</li><li>This must be written explicitly in a comprehensive exam answer</li></ul>	NDECC_SJ::Mmm9_root_fracture NDECC_SJ
<b>Mmm9 root fracture </b> — list the key points for: <i>Model Answer Framework (SJ Station)</i>	<ul><li>Local anaesthesia → digital repositioning → radiographic confirmation</li><li>Passive flexible splint × 4 weeks (2 teeth mesial, 2 teeth distal; flexible nylon wire)</li><li>No endodontic treatment initiated today</li></ul>	NDECC_SJ::Mmm9_root_fracture NDECC_SJ
<b>Mmm9 root fracture </b> — for each <i>Fracture Location</i>, give the corresponding <i>Splinting Duration</i>.	<ul><li><b>Apical / Middle third</b> → <b>4 weeks</b>, passive flexible splint</li><li><b>Cervical (coronal) third</b> → <b>Up to 4 months</b>, passive flexible splint</li></ul>	NDECC_SJ::Mmm9_root_fracture NDECC_SJ
<b>Mmm9 root fracture </b> — for each <i>Appointment</i>, give the corresponding <i>Purpose</i>.	<ul><li><b><b>4 weeks</b></b> → Splint removal <i>(do not delay — ankylosis risk)</i></li><li><b><b>6–8 weeks</b></b> → Clinical and radiographic check</li><li><b><b>6 months</b></b> → Monitor pulpal status</li><li><b><b>1 year</b></b> → Final pulpal status assessment</li><li><b><b>Every year × 5 years</b></b> → Long-term tracking</li></ul>	NDECC_SJ::Mmm9_root_fracture NDECC_SJ
<b>Mmm9 sharp rdges and radio</b> — would the following be appropriate, or a critical error?<br><br><i>“Skipping diagnosis — All treatment discussions require diagnosis first”</i>	<b>Critical error / Avoid this.</b><br><br>Skipping diagnosis — All treatment discussions require diagnosis first	NDECC_SJ::Mmm9_sharp_rdges_and_radio NDECC_SJ
<b>Mmm9 sharp rdges and radio</b> — would the following be appropriate, or a critical error?<br><br><i>“Diagnosing reversible/irreversible pulpitis — Pulp test is negative = necrosis, not pulpitis”</i>	<b>Critical error / Avoid this.</b><br><br>Diagnosing reversible/irreversible pulpitis — Pulp test is negative = necrosis, not pulpitis	NDECC_SJ::Mmm9_sharp_rdges_and_radio NDECC_SJ
<b>Mmm9 sharp rdges and radio</b> — would the following be appropriate, or a critical error?<br><br><i>“Recommending extraction without checking medical history — Patient-centred care violation; unsafe for irradiated patient”</i>	<b>Critical error / Avoid this.</b><br><br>Recommending extraction without checking medical history — Patient-centred care violation; unsafe for irradiated patient	NDECC_SJ::Mmm9_sharp_rdges_and_radio NDECC_SJ
<b>Mmm9 sharp rdges and radio</b> — list the key points for: <i>Patient Presentation</i>	<ul><li><b>Age/Name:</b> 34-year-old Neil — <b>new patient to the clinic</b> (critical flag)</li><li><b>Chief complaint:</b> "My lower molar is fractured and I can feel the sharp edges with my tongue"</li><li><b>Tooth involved:</b> Tooth 46 (lower right first molar)</li></ul>	NDECC_SJ::Mmm9_sharp_rdges_and_radio NDECC_SJ
<b>Mmm9 sharp rdges and radio</b> — list the key points for: <i>Clinical & Radiographic Findings</i>	<ul><li><b>Clinical:</b> Fractured tooth 46; lingual segment almost completely missing; sharp edges on lingual side</li><li><b>Pulp test:</b> Non-responsive → <b>necrotic pulp</b></li><li><b>Percussion test:</b> Non-responsive → no periapical pathology <i>currently</i> (though it may develop later)</li><li><b>Radiograph:</b> Gross coronal breakdown; unrestorable crown structure</li><li><b>Diagnosis:</b> <b>Unrestorable tooth 46 with pulp necrosis</b></li></ul>	NDECC_SJ::Mmm9_sharp_rdges_and_radio NDECC_SJ
<b>Mmm9 sharp rdges and radio</b> — list the key points for: <i>3. Patient Discloses Significant Medical History</i>	<ul><li><b>Salivary gland tumor</b> diagnosed a couple of months/last year</li><li>Treatment: <b>Surgical removal</b> followed by <b>radiotherapy to the head and neck</b></li></ul>	NDECC_SJ::Mmm9_sharp_rdges_and_radio NDECC_SJ
<b>Mmm9 sharp rdges and radio</b> — list the key points for: <i>4. Review of Systems (ROS) — For Positive Medical History</i>	<ul><li>Tumor was on the <b>right side</b> → same side as tooth 46 ✓</li><li>Radiation dose: <b>Patient does not remember</b></li><li>Previous dentist was following the case, but <b>patient recently moved to Canada</b> — previous dentist is in another country</li><li>No current provider with records</li></ul>	NDECC_SJ::Mmm9_sharp_rdges_and_radio NDECC_SJ
<b>Mmm9 sharp rdges and radio</b> — list the key points for: <i>10. Obtain Consent & Close the Station</i>	<ul><li>Explain the plan clearly, confirm understanding</li><li>Ask: <i>"Do you have any questions, or do you feel comfortable for me to go ahead and book you in for this appointment?"</i></li><li>Confirm patient consent to proceed with root retention</li></ul>	NDECC_SJ::Mmm9_sharp_rdges_and_radio NDECC_SJ
<b>Mmm9 sharp rdges and radio</b> — for each <i>ROS Question</i>, give the corresponding <i>Relevance</i>.	<ul><li><b>Which side was the salivary gland tumor?</b> → Confirms if irradiated field overlaps with tooth 46</li><li><b>Do you know the dose of radiation received?</b> → Critical for ORN risk assessment</li><li><b>Who is currently following your case?</b> → Oncologist/dentist/radiation specialist</li><li><b>When was your last check-up for this condition?</b> → Recency of monitoring</li><li><b>Any complications since the radiation?</b> → Xerostomia, mucositis, delayed healing, etc.</li></ul>	NDECC_SJ::Mmm9_sharp_rdges_and_radio NDECC_SJ
<b>Mmm9 sharp rdges and radio</b> — for each <i>Error</i>, give the corresponding <i>Why It Fails</i>.	<ul><li><b>Skipping diagnosis</b> → All treatment discussions require diagnosis first</li><li><b>Diagnosing reversible/irreversible pulpitis</b> → Pulp test is negative = necrosis, not pulpitis</li><li><b>Recommending extraction without checking medical history</b> → Patient-centred care violation; unsafe for irradiated patient</li><li><b>Ignoring the "new patient" flag</b> → No medical history = must obtain before any treatment</li><li><b>Recommending extraction without noting ORN risk</b> → Major clinical error; tooth is in irradiated field</li><li><b>Saying "do nothing"</b> → Root retention is the active recommendation, not watchful waiting</li></ul>	NDECC_SJ::Mmm9_sharp_rdges_and_radio NDECC_SJ
NDECC SJ — describe the clinical scenario / patient profile for: <b>Mmm3 pregnant patient</b>	This is an <b>NDECC SJ station</b> testing your ability to navigate a complex ethical dilemma involving a minor patient's autonomy, confidentiality rights, and the legal limitation of a minor to enter into financial contracts. The station assesses your understanding of the <b>Health Care Consent Act (HCCA)</b>, PHIPA confidentiality obligations, and the professional skill of counselling a vulnerable patient without breaching their trust.	NDECC_SJ::Mmm3_pregnant_patient NDECC_SJ
<b>Mmm3 pregnant patient</b> — would the following be appropriate, or a critical error?<br><br><i>“<b>Telling the parent about the pregnancy</b> — even indirectly or "for the child's own good" — Direct breach of PHIPA confidentiality for a capable patient”</i>	<b>Critical error / Avoid this.</b><br><br><b>Telling the parent about the pregnancy</b> — even indirectly or "for the child's own good" — Direct breach of PHIPA confidentiality for a capable patient	NDECC_SJ::Mmm3_pregnant_patient NDECC_SJ
<b>Mmm3 pregnant patient</b> — would the following be appropriate, or a critical error?<br><br><i>“<b>Telling parents secretly</b> and asking them not to tell the child — Worse than direct disclosure — deliberate deception of a patient, gross misconduct”</i>	<b>Critical error / Avoid this.</b><br><br><b>Telling parents secretly</b> and asking them not to tell the child — Worse than direct disclosure — deliberate deception of a patient, gross misconduct	NDECC_SJ::Mmm3_pregnant_patient NDECC_SJ
<b>Mmm3 pregnant patient</b> — would the following be appropriate, or a critical error?<br><br><i>“<b>Accepting the 16-year-old as the contracting party</b> for payment — Legally unenforceable in Ontario; constitutes professional misconduct”</i>	<b>Critical error / Avoid this.</b><br><br><b>Accepting the 16-year-old as the contracting party</b> for payment — Legally unenforceable in Ontario; constitutes professional misconduct	NDECC_SJ::Mmm3_pregnant_patient NDECC_SJ
<b>Mmm3 pregnant patient</b> — list the key points for: <i>Step 1 — Assess Mental Capacity</i>	<ul><li>Understand the information relevant to the treatment decision</li><li>Understand the reasonably foreseeable consequences of making or not making the decision</li><li><b>All healthcare decisions</b> are hers to make</li><li><b>All health information</b> (including the pregnancy) is private and confidential to her</li><li>Her consent and refusal for dental treatment are legally valid</li></ul>	NDECC_SJ::Mmm3_pregnant_patient NDECC_SJ
<b>Mmm3 pregnant patient</b> — list the key points for: <i>Step 2 — Affirm Confidentiality Unconditionally</i>	<ul><li>She may become <b>unwilling to disclose sensitive health information</b> to any healthcare provider in the future</li><li>She may <b>avoid dental or medical care</b> altogether during a critical period</li><li>It undermines the foundational principle that <b>healthcare is a safe space for honest disclosure</b></li></ul>	NDECC_SJ::Mmm3_pregnant_patient NDECC_SJ
<b>Mmm3 pregnant patient</b> — list the key points for: <i>Step 3 — Explain the Complexity Honestly</i>	<ul><li><i>"I can absolutely make your healthcare decisions your own — but I need you to understand something important."</i></li><li>At 16, she cannot enter a legally binding financial contract in Ontario</li><li>Any discussion with her parents about diagnosis, treatment planning, or costs creates a situation where you are cornered — you must withhold clinical details that the parent, who is being asked to pay, would reasonably e…</li><li>For example: if you defer full treatment and the parent asks why, you cannot say "because she is pregnant" — and saying nothing is unsustainable</li></ul>	NDECC_SJ::Mmm3_pregnant_patient NDECC_SJ
<b>Mmm3 pregnant patient</b> — list the key points for: <i>Step 4 — Encourage the Patient to Disclose to Her Parents</i>	<ul><li><i>"This information will become apparent eventually — the earlier your parents know, the sooner they can support you"</i></li><li>Acknowledge and validate her fears: <i>"I understand you may be worried about how they'll react. That fear makes complete sense."</i></li><li>Emphasize that withholding this indefinitely is not sustainable — particularly as treatment progresses and the pregnancy becomes physically visible</li><li>Remind her that parental support during pregnancy is likely in her best interest medically, emotionally, and financially</li><li>Offer to be present as a <b>mediator or facilitator</b> when she has the conversation with her parents</li><li>Suggest involving a trusted third party: an aunt, a close family friend, or another relative she feels comfortable with</li><li>Help her <b>plan and structure the conversation</b> — reduce the fear of the unknown by rehearsing it with her</li></ul>	NDECC_SJ::Mmm3_pregnant_patient NDECC_SJ
<b>Mmm3 pregnant patient</b> — list the key points for: <i>Step 5 — Treatment Today</i>	<ul><li>Provide <b>emergency pain relief</b> today — this is within scope without parental involvement, as emergency care does not require parental consent for a capable 16-year-old</li><li>For <b>non-emergency definitive treatment</b> (e.g., full RCT, crown): defer until the financial consent issue is resolved — which means until parental involvement is appropriately managed</li><li>Do <b>not perform non-emergency treatment</b> today based solely on verbal agreement from the 16-year-old as the contracting party — it is legally unenforceable</li></ul>	NDECC_SJ::Mmm3_pregnant_patient NDECC_SJ
<b>Mmm3 pregnant patient</b> — for each <i>Parameter</i>, give the corresponding <i>Detail</i>.	<ul><li><b>Patient</b> → 16-year-old female</li><li><b>Chief complaint</b> → Severe dental pain</li><li><b>Likely treatment</b> → Pulpectomy/RCT, possible crown — deferred full plan</li><li><b>Sensitive disclosure</b> → Patient is <b>pregnant</b> and has asked you <b>not to tell her parents</b></li><li><b>No other contraindications</b> → No allergies, no other relevant medical history mentioned</li><li><b>Task</b> → Navigate the ethical dilemma and discuss how you would proceed</li></ul>	NDECC_SJ::Mmm3_pregnant_patient NDECC_SJ
<b>Mmm3 pregnant patient</b> — for each <i>Layer</i>, give the corresponding <i>The Problem</i>.	<ul><li><b><b>Healthcare autonomy</b></b> → At 16, with demonstrated mental capacity, the patient can consent to her own treatment under the HCCA — her health information is private and confidential to her alone</li><li><b><b>Financial contract law</b></b> → In Ontario, no person under 18 can enter a legally binding financial contract — parents must be involved for payment</li></ul>	NDECC_SJ::Mmm3_pregnant_patient NDECC_SJ
NDECC SJ — describe the clinical scenario / patient profile for: <b>Mmm3 prosthetic heart value + warfarin</b>	This is an <b>NDECC SJ station</b> testing your ability to communicate treatment-specific precautions to a medically complex patient prior to an extraction procedure. The station assesses your understanding of antibiotic prophylaxis, cardiac stress reduction, anticoagulation management, and appropriate post-operative pain management — all mapped directly to the patient's specific medical history and medications.	NDECC_SJ::Mmm3_prosthetic_heart_value_warfarin NDECC_SJ
<b>Mmm3 prosthetic heart value + warfarin</b> — would the following be appropriate, or a critical error?<br><br><i>“<b>Skipping antibiotic prophylaxis</b> — Prosthetic heart valve = AHA mandatory indication for IE prophylaxis”</i>	<b>Critical error / Avoid this.</b><br><br><b>Skipping antibiotic prophylaxis</b> — Prosthetic heart valve = AHA mandatory indication for IE prophylaxis	NDECC_SJ::Mmm3_prosthetic_heart_value_warfarin NDECC_SJ
<b>Mmm3 prosthetic heart value + warfarin</b> — would the following be appropriate, or a critical error?<br><br><i>“<b>Advising the patient to stop warfarin or dabigatran themselves</b> — Medication modification is the physician's decision only — never advise self-discontinuation”</i>	<b>Critical error / Avoid this.</b><br><br><b>Advising the patient to stop warfarin or dabigatran themselves</b> — Medication modification is the physician's decision only — never advise self-discontinuation	NDECC_SJ::Mmm3_prosthetic_heart_value_warfarin NDECC_SJ
<b>Mmm3 prosthetic heart value + warfarin</b> — would the following be appropriate, or a critical error?<br><br><i>“<b>Not obtaining INR pre-operatively</b> — Warfarin requires INR confirmation before invasive procedure”</i>	<b>Critical error / Avoid this.</b><br><br><b>Not obtaining INR pre-operatively</b> — Warfarin requires INR confirmation before invasive procedure	NDECC_SJ::Mmm3_prosthetic_heart_value_warfarin NDECC_SJ
<b>Mmm3 prosthetic heart value + warfarin</b> — list the key points for: <i>Step 0 — Opening & Medical Stability Check</i>	<ul><li><i>"Has everything been stable with your heart since the valve was placed?"</i></li><li><i>"Have you had any recurrence of angina or chest pain recently?"</i></li><li><i>"Are you under regular follow-up with your cardiologist?"</i></li></ul>	NDECC_SJ::Mmm3_prosthetic_heart_value_warfarin NDECC_SJ
<b>Mmm3 prosthetic heart value + warfarin</b> — list the key points for: <i>Precaution 1 — Antibiotic Prophylaxis (Prosthetic Heart Valve)</i>	<ul><li><b>Amoxicillin 2g orally</b>, taken <b>30–60 minutes before the procedure</b></li><li>If penicillin-allergic: Clindamycin 600mg, OR Azithromycin 500mg, OR Cephalexin 2g (single oral dose 30–60 minutes pre-procedure)</li><li>Confirm <b>no antibiotic allergies</b> with the patient before prescribing</li></ul>	NDECC_SJ::Mmm3_prosthetic_heart_value_warfarin NDECC_SJ
<b>Mmm3 prosthetic heart value + warfarin</b> — list the key points for: <i>Precaution 2 — Stress Reduction Protocol (History of Angina)</i>	<ul><li><b>Short morning appointment</b> — cardiac tolerance is highest in the morning; procedures should be kept brief</li><li><b>Patient brings their GTN (nitroglycerin/nitro spray)</b> to the appointment — must be accessible chairside at all times during the procedure</li><li><b>Nitrous oxide (laughing gas) / conscious sedation</b> — discuss the option of inhalation sedation to minimize anxiety and keep stress levels low</li><li><b>Blood pressure and heart rate monitoring</b> — pre-operatively, intra-operatively, and post-operatively before discharge</li><li><b>Limit epinephrine in local anaesthetic</b> — do not avoid entirely (plain LA is less effective and shorter-acting, which may cause more stress); <b>limit to a maximum of 2 cartridges of 1:100,000 or 1:200,000 epinephr…</li></ul>	NDECC_SJ::Mmm3_prosthetic_heart_value_warfarin NDECC_SJ
<b>Mmm3 prosthetic heart value + warfarin</b> — list the key points for: <i>Step 1 — Physician Consultation (Mandatory)</i>	<ul><li>Contact the prescribing physician or cardiologist <b>before the extraction appointment</b></li><li>Reason: You need to understand <b>why</b> the patient is on dual anticoagulation — the underlying indication affects risk–benefit decisions around any modification</li><li>Ask the physician to advise on whether any dose adjustment is appropriate for the extraction day — this is <b>entirely the physician's decision</b>, not yours</li></ul>	NDECC_SJ::Mmm3_prosthetic_heart_value_warfarin NDECC_SJ
<b>Mmm3 prosthetic heart value + warfarin</b> — list the key points for: <i>Step 2 — INR (for Warfarin specifically)</i>	<ul><li>A <b>recent INR value (within 24–48 hours prior to the procedure)</b> is required</li><li>Extractions are generally considered safe when INR is <b>below 3.0–4.0</b></li><li>If INR is outside therapeutic range or elevated, proceed only after physician review</li></ul>	NDECC_SJ::Mmm3_prosthetic_heart_value_warfarin NDECC_SJ
<b>Mmm3 prosthetic heart value + warfarin</b> — for each <i>Parameter</i>, give the corresponding <i>Detail</i>.	<ul><li><b>Patient</b> → 52-year-old</li><li><b>Planned treatment</b> → Extraction of <b>two hopeless, decayed mandibular teeth</b></li><li><b>Cardiac history</b> → Prosthetic heart valve (placed <b>10 years ago</b>)</li><li><b>Cardiac history</b> → Angina (<b>13 years ago</b>)</li><li><b>Medications</b> → <b>Warfarin</b> (anticoagulant — Vitamin K antagonist)</li><li><b>Medications</b> → <b>Dabigatran</b> (anticoagulant — DOAC)</li></ul>	NDECC_SJ::Mmm3_prosthetic_heart_value_warfarin NDECC_SJ
<b>Mmm3 prosthetic heart value + warfarin</b> — for each <i>Error</i>, give the corresponding <i>Why It Fails</i>.	<ul><li><b><b>Skipping antibiotic prophylaxis</b></b> → Prosthetic heart valve = AHA mandatory indication for IE prophylaxis</li><li><b><b>Advising the patient to stop warfarin or dabigatran themselves</b></b> → Medication modification is the physician's decision only — never advise self-discontinuation</li><li><b><b>Not obtaining INR pre-operatively</b></b> → Warfarin requires INR confirmation before invasive procedure</li><li><b><b>No physician consultation for dual anticoagulation</b></b> → Dual anticoagulation requires medical input before invasive procedures</li><li><b><b>Recommending Advil/NSAIDs for post-op pain</b></b> → Contraindicated with warfarin; increases bleeding risk and potentiates anticoagulant effect</li><li><b><b>Not limiting epinephrine</b> (or saying to avoid it entirely)</b> → Limit = up to 2 cartridges; avoiding entirely increases procedural stress — both extremes are errors</li></ul>	NDECC_SJ::Mmm3_prosthetic_heart_value_warfarin NDECC_SJ
NDECC SJ — describe the clinical scenario / patient profile for: <b>Mmm3 Internal root resortion</b>	This is an <b>NDECC SJ station</b> testing your ability to accurately diagnose a radiographic finding and present <b>multiple management options</b> with their respective benefits and risks to a patient. The station assesses evidence-based clinical reasoning and structured communication of treatment options, sequenced from most to least recommended.	NDECC_SJ::Mmm3_Internal_root_resortion NDECC_SJ
<b>Mmm3 Internal root resortion</b> — would the following be appropriate, or a critical error?<br><br><i>“<b>Incorrect diagnosis</b> (e.g., external resorption, cyst) — Entire treatment discussion becomes invalid”</i>	<b>Critical error / Avoid this.</b><br><br><b>Incorrect diagnosis</b> (e.g., external resorption, cyst) — Entire treatment discussion becomes invalid	NDECC_SJ::Mmm3_Internal_root_resortion NDECC_SJ
<b>Mmm3 Internal root resortion</b> — would the following be appropriate, or a critical error?<br><br><i>“<b>Only one treatment option provided</b> — Treatment options must always be plural”</i>	<b>Critical error / Avoid this.</b><br><br><b>Only one treatment option provided</b> — Treatment options must always be plural	NDECC_SJ::Mmm3_Internal_root_resortion NDECC_SJ
<b>Mmm3 Internal root resortion</b> — would the following be appropriate, or a critical error?<br><br><i>“<b>Wrong sequencing</b> — e.g., extraction listed first — Fails the most-to-least recommended structure”</i>	<b>Critical error / Avoid this.</b><br><br><b>Wrong sequencing</b> — e.g., extraction listed first — Fails the most-to-least recommended structure	NDECC_SJ::Mmm3_Internal_root_resortion NDECC_SJ
<b>Mmm3 Internal root resortion</b> — list the key points for: <i>The Three Rules for Presenting Treatment Options</i>	<ul><li><b>Options must be plural</b> — a minimum of two; giving only one is a critical error</li><li><b>Sequence: most to least recommended</b> — exactly as you would present options to a patient; most ideal first, least ideal last</li><li><b>Every option must include both benefits AND risks/disadvantages</b> — incomplete elaboration on either side is a critical error</li></ul>	NDECC_SJ::Mmm3_Internal_root_resortion NDECC_SJ
<b>Mmm3 Internal root resortion</b> — list the key points for: <i>Option 1 — Non-Surgical Root Canal Treatment (NSRCT) ✅ First Line</i>	<ul><li><b>Stops the resorption process</b> — eliminates the vital pulp tissue driving clastic cell activity</li><li><b>Preserves maximum natural tooth structure</b> — minimally invasive approach; no flap, no bone involvement</li><li><b>Best long-term prognosis</b> — highest success rate when initiated early before perforation occurs</li><li>Allows complete disinfection and three-dimensional obturation of the defect</li><li><b>Difficulty in complete debridement</b> — irregular resorption cavity shape may allow residual necrotic/infected pulp tissue to remain</li><li><b>Risk of iatrogenic perforation</b> — instrumentation or obturation pressure within the irregular cavity may inadvertently perforate the root wall, particularly at the mesial or distal surface (the most common perforat…</li><li>If perforation occurs during NSRCT, additional repair (MTA) or escalation to surgical management becomes necessary</li></ul>	NDECC_SJ::Mmm3_Internal_root_resortion NDECC_SJ
